referencia,descripcion,op,cantidad,detalles
805130,CROP TOP MANGA SISA    CUELLO REDONDO EN TEJIDO DE PUNTO REEB,67,400,"[[""013"",""AZUL CLARO"",""805130"",""S"",30,""9990001090012""],[""013"",""AZUL CLARO"",""805130"",""M"",30,""9990001090029""],[""013"",""AZUL CLARO"",""805130"",""L"",20,""9990001090036""],[""013"",""AZUL CLARO"",""805130"",""XL"",20,""9990001090043""],[""072"",""KAKY"",""805130"",""S"",30,""9990001093167""],[""072"",""KAKY"",""805130"",""M"",30,""9990001093150""],[""072"",""KAKY"",""805130"",""L"",20,""9990001093143""],[""072"",""KAKY"",""805130"",""XL"",20,""9990001093174""],[""103"",""OFF WHITE"",""805130"",""S"",30,""9990001090098""],[""103"",""OFF WHITE"",""805130"",""M"",30,""9990001090104""],[""103"",""OFF WHITE"",""805130"",""L"",20,""9990001090111""],[""103"",""OFF WHITE"",""805130"",""XL"",20,""9990001090128""],[""149"",""VERDE MANZANA"",""805130"",""S"",30,""9990001093204""],[""149"",""VERDE MANZANA"",""805130"",""M"",30,""9990001093198""],[""149"",""VERDE MANZANA"",""805130"",""L"",20,""9990001093181""],[""149"",""VERDE MANZANA"",""805130"",""XL"",20,""9990001093211""]]"
805127,CROP TOP MANGA SISA  CUELLO TORTUGA EN TEJIDO DE PUNTO REEB,68,416,"[[""013"",""AZUL CLARO"",""805127"",""S"",26,""9990001089399""],[""013"",""AZUL CLARO"",""805127"",""M"",26,""9990001089405""],[""013"",""AZUL CLARO"",""805127"",""L"",26,""9990001089412""],[""013"",""AZUL CLARO"",""805127"",""XL"",26,""9990001089429""],[""072"",""KAKY"",""805127"",""S"",26,""9990001093242""],[""072"",""KAKY"",""805127"",""M"",26,""9990001093235""],[""072"",""KAKY"",""805127"",""L"",26,""9990001093228""],[""072"",""KAKY"",""805127"",""XL"",26,""9990001093259""],[""103"",""OFF WHITE"",""805127"",""S"",26,""9990001089474""],[""103"",""OFF WHITE"",""805127"",""M"",26,""9990001089481""],[""103"",""OFF WHITE"",""805127"",""L"",26,""9990001089498""],[""103"",""OFF WHITE"",""805127"",""XL"",26,""9990001089504""],[""149"",""VERDE MANZANA"",""805127"",""S"",26,""9990001093280""],[""149"",""VERDE MANZANA"",""805127"",""M"",26,""9990001093273""],[""149"",""VERDE MANZANA"",""805127"",""L"",26,""9990001093266""],[""149"",""VERDE MANZANA"",""805127"",""XL"",26,""9990001093297""]]"
805126,BLUSA MANGA SISA CUELLO TORTUGA    LARGA EN TEJIDO DE PUNTO,69,288,"[[""013"",""AZUL CLARO"",""805126"",""S"",24,""9990001002527""],[""013"",""AZUL CLARO"",""805126"",""M"",24,""9990001002510""],[""013"",""AZUL CLARO"",""805126"",""L"",24,""9990001002503""],[""013"",""AZUL CLARO"",""805126"",""XL"",24,""9990001002534""],[""072"",""KAKY"",""805126"",""S"",24,""9990001002565""],[""072"",""KAKY"",""805126"",""M"",24,""9990001002558""],[""072"",""KAKY"",""805126"",""L"",24,""9990001002541""],[""072"",""KAKY"",""805126"",""XL"",24,""9990001002572""],[""103"",""OFF WHITE"",""805126"",""S"",24,""9990001002602""],[""103"",""OFF WHITE"",""805126"",""M"",24,""9990001002596""],[""103"",""OFF WHITE"",""805126"",""L"",24,""9990001002589""],[""103"",""OFF WHITE"",""805126"",""XL"",24,""9990001002619""]]"
MS0122,SHORT CORTO SESGADO EN CONTORNO PIERNAS    ELASTICO EN PRETI,79,532,"[[""026"",""BLANCO"",""MS0122"",""S"",38,""9990001002015""],[""026"",""BLANCO"",""MS0122"",""M"",76,""9990001002022""],[""026"",""BLANCO"",""MS0122"",""L"",76,""9990001002039""],[""026"",""BLANCO"",""MS0122"",""XL"",76,""9990001002046""],[""169"",""BLANCO # 2"",""MS0122"",""S"",38,""9990001008758""],[""169"",""BLANCO # 2"",""MS0122"",""M"",76,""9990001008765""],[""169"",""BLANCO # 2"",""MS0122"",""L"",76,""9990001008772""],[""169"",""BLANCO # 2"",""MS0122"",""XL"",76,""9990001008789""]]"
ME1055,ENTERIZO CORTO DE TIRAS    ELASTICO Y TIRA EN PRETINA    TEJ,82,420,"[[""038"",""CAMEL"",""ME1055"",""M"",56,""9990001127015""],[""038"",""CAMEL"",""ME1055"",""L"",56,""9990001127022""],[""038"",""CAMEL"",""ME1055"",""XL"",56,""9990001127039""],[""090"",""NEGRO"",""ME1055"",""M"",56,""9990001020088""],[""090"",""NEGRO"",""ME1055"",""L"",56,""9990001020095""],[""090"",""NEGRO"",""ME1055"",""XL"",56,""9990001020101""],[""103"",""OFF WHITE"",""ME1055"",""M"",28,""9990001020231""],[""103"",""OFF WHITE"",""ME1055"",""L"",28,""9990001020248""],[""103"",""OFF WHITE"",""ME1055"",""XL"",28,""9990001020255""]]"
ME1055,ENTERIZO CORTO DE TIRAS    ELASTICO Y TIRA EN PRETINA    TEJ,83,420,"[[""072"",""KAKY"",""ME1055"",""M"",56,""9990001126803""],[""072"",""KAKY"",""ME1055"",""L"",56,""9990001126810""],[""072"",""KAKY"",""ME1055"",""XL"",56,""9990001126827""],[""090"",""NEGRO"",""ME1055"",""M"",56,""9990001020088""],[""090"",""NEGRO"",""ME1055"",""L"",56,""9990001020095""],[""090"",""NEGRO"",""ME1055"",""XL"",56,""9990001020101""],[""103"",""OFF WHITE"",""ME1055"",""M"",28,""9990001020231""],[""103"",""OFF WHITE"",""ME1055"",""L"",28,""9990001020248""],[""103"",""OFF WHITE"",""ME1055"",""XL"",28,""9990001020255""]]"
GC6117,CAMISETA HOMBRE MANGA CORTA CUELLO REDONDO,85,550,"[[""026"",""BLANCO"",""GC6117"",""S"",19,""9990001130176""],[""026"",""BLANCO"",""GC6117"",""M"",57,""9990001130183""],[""026"",""BLANCO"",""GC6117"",""L"",57,""9990001130190""],[""026"",""BLANCO"",""GC6117"",""XL"",57,""9990001130206""],[""090"",""NEGRO"",""GC6117"",""S"",19,""9990001130800""],[""090"",""NEGRO"",""GC6117"",""M"",57,""9990001130817""],[""090"",""NEGRO"",""GC6117"",""L"",57,""9990001130824""],[""090"",""NEGRO"",""GC6117"",""XL"",57,""9990001130831""],[""155"",""VERDE SALVIA"",""GC6117"",""S"",17,""9990001130251""],[""155"",""VERDE SALVIA"",""GC6117"",""M"",51,""9990001130268""],[""155"",""VERDE SALVIA"",""GC6117"",""L"",51,""9990001130275""],[""155"",""VERDE SALVIA"",""GC6117"",""XL"",51,""9990001130282""]]"
D11201,BLUSA DAMA MANGA CORTA CUELLO EN V,86,576,"[[""017"",""AZUL INDIGO"",""D11201"",""S"",11,""9990001015787""],[""017"",""AZUL INDIGO"",""D11201"",""M"",22,""9990001015794""],[""017"",""AZUL INDIGO"",""D11201"",""L"",33,""9990001015800""],[""017"",""AZUL INDIGO"",""D11201"",""XL"",33,""9990001015817""],[""026"",""BLANCO"",""D11201"",""S"",13,""9990001015824""],[""026"",""BLANCO"",""D11201"",""M"",26,""9990001015831""],[""026"",""BLANCO"",""D11201"",""L"",39,""9990001015848""],[""026"",""BLANCO"",""D11201"",""XL"",39,""9990001015855""],[""055"",""GRIS"",""D11201"",""S"",11,""9990001254568""],[""055"",""GRIS"",""D11201"",""M"",22,""9990001254575""],[""055"",""GRIS"",""D11201"",""L"",33,""9990001254582""],[""055"",""GRIS"",""D11201"",""XL"",33,""9990001254599""],[""090"",""NEGRO"",""D11201"",""S"",14,""9990001015862""],[""090"",""NEGRO"",""D11201"",""M"",28,""9990001015879""],[""090"",""NEGRO"",""D11201"",""L"",42,""9990001015886""],[""090"",""NEGRO"",""D11201"",""XL"",42,""9990001015893""],[""155"",""VERDE SALVIA"",""D11201"",""S"",15,""9990001015909""],[""155"",""VERDE SALVIA"",""D11201"",""M"",30,""9990001015916""],[""155"",""VERDE SALVIA"",""D11201"",""L"",45,""9990001015923""],[""155"",""VERDE SALVIA"",""D11201"",""XL"",45,""9990001015930""]]"
D11200,BLUSA DAMA MANGA CORTA CUELLO REDONDO,87,576,"[[""017"",""AZUL INDIGO"",""D11200"",""S"",11,""9990001014704""],[""017"",""AZUL INDIGO"",""D11200"",""M"",22,""9990001014711""],[""017"",""AZUL INDIGO"",""D11200"",""L"",33,""9990001014728""],[""017"",""AZUL INDIGO"",""D11200"",""XL"",33,""9990001014735""],[""026"",""BLANCO"",""D11200"",""S"",13,""9990001014742""],[""026"",""BLANCO"",""D11200"",""M"",26,""9990001014759""],[""026"",""BLANCO"",""D11200"",""L"",39,""9990001014766""],[""026"",""BLANCO"",""D11200"",""XL"",39,""9990001014773""],[""055"",""GRIS"",""D11200"",""S"",11,""9990001254322""],[""055"",""GRIS"",""D11200"",""M"",22,""9990001254339""],[""055"",""GRIS"",""D11200"",""L"",33,""9990001254346""],[""055"",""GRIS"",""D11200"",""XL"",33,""9990001254353""],[""090"",""NEGRO"",""D11200"",""S"",14,""9990001014780""],[""090"",""NEGRO"",""D11200"",""M"",28,""9990001014797""],[""090"",""NEGRO"",""D11200"",""L"",42,""9990001014803""],[""090"",""NEGRO"",""D11200"",""XL"",42,""9990001014810""],[""155"",""VERDE SALVIA"",""D11200"",""S"",15,""9990001014827""],[""155"",""VERDE SALVIA"",""D11200"",""M"",30,""9990001014834""],[""155"",""VERDE SALVIA"",""D11200"",""L"",45,""9990001014841""],[""155"",""VERDE SALVIA"",""D11200"",""XL"",45,""9990001014858""]]"
U23890,CAMISETA DEPORTIVA PARA HOMBRE CON VIVOS EN DEL Y ESPALDA,88,307,"[[""026"",""BLANCO"",""U23890"",""S"",7,""9990001003425""],[""026"",""BLANCO"",""U23890"",""M"",19,""9990001003432""],[""026"",""BLANCO"",""U23890"",""L"",14,""9990001003449""],[""026"",""BLANCO"",""U23890"",""XL"",7,""9990001003456""],[""055"",""GRIS"",""U23890"",""S"",9,""9990001003463""],[""055"",""GRIS"",""U23890"",""M"",22,""9990001003470""],[""055"",""GRIS"",""U23890"",""L"",18,""9990001003487""],[""055"",""GRIS"",""U23890"",""XL"",9,""9990001003494""],[""072"",""KAKY"",""U23890"",""S"",6,""9990001003500""],[""072"",""KAKY"",""U23890"",""M"",12,""9990001003517""],[""072"",""KAKY"",""U23890"",""L"",16,""9990001003524""],[""072"",""KAKY"",""U23890"",""XL"",6,""9990001003531""],[""090"",""NEGRO"",""U23890"",""S"",8,""9990001003548""],[""090"",""NEGRO"",""U23890"",""M"",16,""9990001003555""],[""090"",""NEGRO"",""U23890"",""L"",16,""9990001003562""],[""090"",""NEGRO"",""U23890"",""XL"",8,""9990001003579""],[""109"",""PETROLEO"",""U23890"",""S"",7,""9990001003586""],[""109"",""PETROLEO"",""U23890"",""M"",14,""9990001003593""],[""109"",""PETROLEO"",""U23890"",""L"",14,""9990001003609""],[""109"",""PETROLEO"",""U23890"",""XL"",7,""9990001003616""],[""139"",""VERDE"",""U23890"",""S"",12,""9990001003623""],[""139"",""VERDE"",""U23890"",""M"",24,""9990001003630""],[""139"",""VERDE"",""U23890"",""L"",24,""9990001003647""],[""139"",""VERDE"",""U23890"",""XL"",12,""9990001003654""]]"
U23883,CAMISETA DEPORTIVA PARA HOMBRE CUELLO REDONDO,90,282,"[[""026"",""BLANCO"",""U23883"",""S"",11,""9990001002879""],[""026"",""BLANCO"",""U23883"",""M"",22,""9990001002886""],[""026"",""BLANCO"",""U23883"",""L"",22,""9990001002893""],[""026"",""BLANCO"",""U23883"",""XL"",11,""9990001002909""],[""067"",""GRIS OSCURO"",""U23883"",""S"",7,""9990001002916""],[""067"",""GRIS OSCURO"",""U23883"",""M"",14,""9990001002923""],[""067"",""GRIS OSCURO"",""U23883"",""L"",14,""9990001002930""],[""067"",""GRIS OSCURO"",""U23883"",""XL"",7,""9990001002947""],[""072"",""KAKY"",""U23883"",""S"",10,""9990001002954""],[""072"",""KAKY"",""U23883"",""M"",20,""9990001002961""],[""072"",""KAKY"",""U23883"",""L"",20,""9990001002978""],[""072"",""KAKY"",""U23883"",""XL"",10,""9990001002985""],[""090"",""NEGRO"",""U23883"",""S"",12,""9990001002992""],[""090"",""NEGRO"",""U23883"",""M"",24,""9990001003005""],[""090"",""NEGRO"",""U23883"",""L"",24,""9990001003012""],[""090"",""NEGRO"",""U23883"",""XL"",12,""9990001003029""],[""139"",""VERDE"",""U23883"",""S"",7,""9990001003036""],[""139"",""VERDE"",""U23883"",""M"",14,""9990001003043""],[""139"",""VERDE"",""U23883"",""L"",14,""9990001003050""],[""139"",""VERDE"",""U23883"",""XL"",7,""9990001003067""]]"
U23885,CAMISETA DEPORTIVA PARA HOMBRE OVERSIZE RCUBRIDA,91,234,"[[""026"",""BLANCO"",""U23885"",""S"",10,""9990001003074""],[""026"",""BLANCO"",""U23885"",""M"",20,""9990001003081""],[""026"",""BLANCO"",""U23885"",""L"",20,""9990001003098""],[""026"",""BLANCO"",""U23885"",""XL"",10,""9990001003104""],[""067"",""GRIS OSCURO"",""U23885"",""S"",7,""9990001003111""],[""067"",""GRIS OSCURO"",""U23885"",""M"",14,""9990001003128""],[""067"",""GRIS OSCURO"",""U23885"",""L"",14,""9990001003135""],[""067"",""GRIS OSCURO"",""U23885"",""XL"",7,""9990001003142""],[""072"",""KAKY"",""U23885"",""S"",7,""9990001003159""],[""072"",""KAKY"",""U23885"",""M"",14,""9990001003166""],[""072"",""KAKY"",""U23885"",""L"",14,""9990001003173""],[""072"",""KAKY"",""U23885"",""XL"",7,""9990001003180""],[""090"",""NEGRO"",""U23885"",""S"",8,""9990001003197""],[""090"",""NEGRO"",""U23885"",""M"",16,""9990001003203""],[""090"",""NEGRO"",""U23885"",""L"",16,""9990001003210""],[""090"",""NEGRO"",""U23885"",""XL"",8,""9990001003227""],[""139"",""VERDE"",""U23885"",""S"",7,""9990001003234""],[""139"",""VERDE"",""U23885"",""M"",14,""9990001003241""],[""139"",""VERDE"",""U23885"",""L"",14,""9990001003258""],[""139"",""VERDE"",""U23885"",""XL"",7,""9990001003265""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,94,700,"[[""016"",""AZUL HORTENSIA"",""IC0083"",""S"",28,""9990001044121""],[""016"",""AZUL HORTENSIA"",""IC0083"",""M"",42,""9990001044138""],[""016"",""AZUL HORTENSIA"",""IC0083"",""L"",42,""9990001044145""],[""016"",""AZUL HORTENSIA"",""IC0083"",""XL"",28,""9990001044152""],[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""026"",""BLANCO"",""IC0083"",""S"",28,""9990001016821""],[""026"",""BLANCO"",""IC0083"",""M"",42,""9990001016838""],[""026"",""BLANCO"",""IC0083"",""L"",42,""9990001016845""],[""026"",""BLANCO"",""IC0083"",""XL"",28,""9990001016852""],[""038"",""CAMEL"",""IC0083"",""S"",28,""9990001016869""],[""038"",""CAMEL"",""IC0083"",""M"",42,""9990001016876""],[""038"",""CAMEL"",""IC0083"",""L"",42,""9990001016883""],[""038"",""CAMEL"",""IC0083"",""XL"",28,""9990001016890""],[""072"",""KAKY"",""IC0083"",""S"",28,""9990001016906""],[""072"",""KAKY"",""IC0083"",""M"",42,""9990001016913""],[""072"",""KAKY"",""IC0083"",""L"",42,""9990001016920""],[""072"",""KAKY"",""IC0083"",""XL"",28,""9990001016937""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,95,700,"[[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""090"",""NEGRO"",""IC0083"",""S"",28,""9990001016944""],[""090"",""NEGRO"",""IC0083"",""M"",42,""9990001016951""],[""090"",""NEGRO"",""IC0083"",""L"",42,""9990001016968""],[""090"",""NEGRO"",""IC0083"",""XL"",28,""9990001016975""],[""105"",""PALO DE ROSA"",""IC0083"",""S"",28,""9990001016982""],[""105"",""PALO DE ROSA"",""IC0083"",""M"",42,""9990001016999""],[""105"",""PALO DE ROSA"",""IC0083"",""L"",42,""9990001017002""],[""105"",""PALO DE ROSA"",""IC0083"",""XL"",28,""9990001017019""],[""115"",""ROJO"",""IC0083"",""S"",28,""9990001133610""],[""115"",""ROJO"",""IC0083"",""M"",42,""9990001133627""],[""115"",""ROJO"",""IC0083"",""L"",42,""9990001133634""],[""115"",""ROJO"",""IC0083"",""XL"",28,""9990001133641""],[""139"",""VERDE"",""IC0083"",""S"",28,""9990001017378""],[""139"",""VERDE"",""IC0083"",""M"",42,""9990001017385""],[""139"",""VERDE"",""IC0083"",""L"",42,""9990001017392""],[""139"",""VERDE"",""IC0083"",""XL"",28,""9990001017408""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,96,700,"[[""016"",""AZUL HORTENSIA"",""IC0083"",""S"",28,""9990001044121""],[""016"",""AZUL HORTENSIA"",""IC0083"",""M"",42,""9990001044138""],[""016"",""AZUL HORTENSIA"",""IC0083"",""L"",42,""9990001044145""],[""016"",""AZUL HORTENSIA"",""IC0083"",""XL"",28,""9990001044152""],[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""026"",""BLANCO"",""IC0083"",""S"",28,""9990001016821""],[""026"",""BLANCO"",""IC0083"",""M"",42,""9990001016838""],[""026"",""BLANCO"",""IC0083"",""L"",42,""9990001016845""],[""026"",""BLANCO"",""IC0083"",""XL"",28,""9990001016852""],[""038"",""CAMEL"",""IC0083"",""S"",28,""9990001016869""],[""038"",""CAMEL"",""IC0083"",""M"",42,""9990001016876""],[""038"",""CAMEL"",""IC0083"",""L"",42,""9990001016883""],[""038"",""CAMEL"",""IC0083"",""XL"",28,""9990001016890""],[""072"",""KAKY"",""IC0083"",""S"",28,""9990001016906""],[""072"",""KAKY"",""IC0083"",""M"",42,""9990001016913""],[""072"",""KAKY"",""IC0083"",""L"",42,""9990001016920""],[""072"",""KAKY"",""IC0083"",""XL"",28,""9990001016937""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,97,700,"[[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""090"",""NEGRO"",""IC0083"",""S"",28,""9990001016944""],[""090"",""NEGRO"",""IC0083"",""M"",42,""9990001016951""],[""090"",""NEGRO"",""IC0083"",""L"",42,""9990001016968""],[""090"",""NEGRO"",""IC0083"",""XL"",28,""9990001016975""],[""105"",""PALO DE ROSA"",""IC0083"",""S"",28,""9990001016982""],[""105"",""PALO DE ROSA"",""IC0083"",""M"",42,""9990001016999""],[""105"",""PALO DE ROSA"",""IC0083"",""L"",42,""9990001017002""],[""105"",""PALO DE ROSA"",""IC0083"",""XL"",28,""9990001017019""],[""115"",""ROJO"",""IC0083"",""S"",28,""9990001133610""],[""115"",""ROJO"",""IC0083"",""M"",42,""9990001133627""],[""115"",""ROJO"",""IC0083"",""L"",42,""9990001133634""],[""115"",""ROJO"",""IC0083"",""XL"",28,""9990001133641""],[""139"",""VERDE"",""IC0083"",""S"",28,""9990001017378""],[""139"",""VERDE"",""IC0083"",""M"",42,""9990001017385""],[""139"",""VERDE"",""IC0083"",""L"",42,""9990001017392""],[""139"",""VERDE"",""IC0083"",""XL"",28,""9990001017408""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,98,700,"[[""016"",""AZUL HORTENSIA"",""IC0083"",""S"",28,""9990001044121""],[""016"",""AZUL HORTENSIA"",""IC0083"",""M"",42,""9990001044138""],[""016"",""AZUL HORTENSIA"",""IC0083"",""L"",42,""9990001044145""],[""016"",""AZUL HORTENSIA"",""IC0083"",""XL"",28,""9990001044152""],[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""026"",""BLANCO"",""IC0083"",""S"",28,""9990001016821""],[""026"",""BLANCO"",""IC0083"",""M"",42,""9990001016838""],[""026"",""BLANCO"",""IC0083"",""L"",42,""9990001016845""],[""026"",""BLANCO"",""IC0083"",""XL"",28,""9990001016852""],[""038"",""CAMEL"",""IC0083"",""S"",28,""9990001016869""],[""038"",""CAMEL"",""IC0083"",""M"",42,""9990001016876""],[""038"",""CAMEL"",""IC0083"",""L"",42,""9990001016883""],[""038"",""CAMEL"",""IC0083"",""XL"",28,""9990001016890""],[""072"",""KAKY"",""IC0083"",""S"",28,""9990001016906""],[""072"",""KAKY"",""IC0083"",""M"",42,""9990001016913""],[""072"",""KAKY"",""IC0083"",""L"",42,""9990001016920""],[""072"",""KAKY"",""IC0083"",""XL"",28,""9990001016937""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,99,700,"[[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""090"",""NEGRO"",""IC0083"",""S"",28,""9990001016944""],[""090"",""NEGRO"",""IC0083"",""M"",42,""9990001016951""],[""090"",""NEGRO"",""IC0083"",""L"",42,""9990001016968""],[""090"",""NEGRO"",""IC0083"",""XL"",28,""9990001016975""],[""105"",""PALO DE ROSA"",""IC0083"",""S"",28,""9990001016982""],[""105"",""PALO DE ROSA"",""IC0083"",""M"",42,""9990001016999""],[""105"",""PALO DE ROSA"",""IC0083"",""L"",42,""9990001017002""],[""105"",""PALO DE ROSA"",""IC0083"",""XL"",28,""9990001017019""],[""115"",""ROJO"",""IC0083"",""S"",28,""9990001133610""],[""115"",""ROJO"",""IC0083"",""M"",42,""9990001133627""],[""115"",""ROJO"",""IC0083"",""L"",42,""9990001133634""],[""115"",""ROJO"",""IC0083"",""XL"",28,""9990001133641""],[""139"",""VERDE"",""IC0083"",""S"",28,""9990001017378""],[""139"",""VERDE"",""IC0083"",""M"",42,""9990001017385""],[""139"",""VERDE"",""IC0083"",""L"",42,""9990001017392""],[""139"",""VERDE"",""IC0083"",""XL"",28,""9990001017408""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,102,700,"[[""016"",""AZUL HORTENSIA"",""IC0083"",""S"",28,""9990001044121""],[""016"",""AZUL HORTENSIA"",""IC0083"",""M"",42,""9990001044138""],[""016"",""AZUL HORTENSIA"",""IC0083"",""L"",42,""9990001044145""],[""016"",""AZUL HORTENSIA"",""IC0083"",""XL"",28,""9990001044152""],[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""026"",""BLANCO"",""IC0083"",""S"",28,""9990001016821""],[""026"",""BLANCO"",""IC0083"",""M"",42,""9990001016838""],[""026"",""BLANCO"",""IC0083"",""L"",42,""9990001016845""],[""026"",""BLANCO"",""IC0083"",""XL"",28,""9990001016852""],[""038"",""CAMEL"",""IC0083"",""S"",28,""9990001016869""],[""038"",""CAMEL"",""IC0083"",""M"",42,""9990001016876""],[""038"",""CAMEL"",""IC0083"",""L"",42,""9990001016883""],[""038"",""CAMEL"",""IC0083"",""XL"",28,""9990001016890""],[""072"",""KAKY"",""IC0083"",""S"",28,""9990001016906""],[""072"",""KAKY"",""IC0083"",""M"",42,""9990001016913""],[""072"",""KAKY"",""IC0083"",""L"",42,""9990001016920""],[""072"",""KAKY"",""IC0083"",""XL"",28,""9990001016937""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,103,700,"[[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""090"",""NEGRO"",""IC0083"",""S"",28,""9990001016944""],[""090"",""NEGRO"",""IC0083"",""M"",42,""9990001016951""],[""090"",""NEGRO"",""IC0083"",""L"",42,""9990001016968""],[""090"",""NEGRO"",""IC0083"",""XL"",28,""9990001016975""],[""105"",""PALO DE ROSA"",""IC0083"",""S"",28,""9990001016982""],[""105"",""PALO DE ROSA"",""IC0083"",""M"",42,""9990001016999""],[""105"",""PALO DE ROSA"",""IC0083"",""L"",42,""9990001017002""],[""105"",""PALO DE ROSA"",""IC0083"",""XL"",28,""9990001017019""],[""115"",""ROJO"",""IC0083"",""S"",28,""9990001133610""],[""115"",""ROJO"",""IC0083"",""M"",42,""9990001133627""],[""115"",""ROJO"",""IC0083"",""L"",42,""9990001133634""],[""115"",""ROJO"",""IC0083"",""XL"",28,""9990001133641""],[""139"",""VERDE"",""IC0083"",""S"",28,""9990001017378""],[""139"",""VERDE"",""IC0083"",""M"",42,""9990001017385""],[""139"",""VERDE"",""IC0083"",""L"",42,""9990001017392""],[""139"",""VERDE"",""IC0083"",""XL"",28,""9990001017408""]]"
IC0083,BLUSA  MANGA CORTA CUELLO REDONDO,104,700,"[[""016"",""AZUL HORTENSIA"",""IC0083"",""S"",28,""9990001044121""],[""016"",""AZUL HORTENSIA"",""IC0083"",""M"",42,""9990001044138""],[""016"",""AZUL HORTENSIA"",""IC0083"",""L"",42,""9990001044145""],[""016"",""AZUL HORTENSIA"",""IC0083"",""XL"",28,""9990001044152""],[""024"",""BEIGE"",""IC0083"",""S"",28,""9990001031244""],[""024"",""BEIGE"",""IC0083"",""M"",42,""9990001031251""],[""024"",""BEIGE"",""IC0083"",""L"",42,""9990001031268""],[""024"",""BEIGE"",""IC0083"",""XL"",28,""9990001031275""],[""026"",""BLANCO"",""IC0083"",""S"",28,""9990001016821""],[""026"",""BLANCO"",""IC0083"",""M"",42,""9990001016838""],[""026"",""BLANCO"",""IC0083"",""L"",42,""9990001016845""],[""026"",""BLANCO"",""IC0083"",""XL"",28,""9990001016852""],[""038"",""CAMEL"",""IC0083"",""S"",28,""9990001016869""],[""038"",""CAMEL"",""IC0083"",""M"",42,""9990001016876""],[""038"",""CAMEL"",""IC0083"",""L"",42,""9990001016883""],[""038"",""CAMEL"",""IC0083"",""XL"",28,""9990001016890""],[""072"",""KAKY"",""IC0083"",""S"",28,""9990001016906""],[""072"",""KAKY"",""IC0083"",""M"",42,""9990001016913""],[""072"",""KAKY"",""IC0083"",""L"",42,""9990001016920""],[""072"",""KAKY"",""IC0083"",""XL"",28,""9990001016937""]]"
